year,month,mean_obs,min_obs,max_obs,mean_baseline,min_baseline,max_baseline,mean_anomaly,min_anomaly,max_anomaly
2023,10,36.258442354191665,30.14709240623358,41.34784131097761,36.90216571221804,30.42065648680541,42.43166183696907,-0.6437233580263779,-0.27356408057183046,-1.083820525991463
2023,11,28.380253530464298,25.711120598436697,31.031497522190588,33.669954607851786,28.23094691097381,38.80066969192979,-5.2897010773874875,-2.5198263125371128,-7.769172169739203
2023,12,28.81363393747662,24.910051847275327,32.19744488499709,32.606714366743155,27.289354281866213,37.26322245453709,-3.793080429266535,-2.379302434590887,-5.065777569540003
2024,1,29.088934416570556,25.52432610779191,32.267314723784814,34.03650521291812,28.47507316989776,38.77458067324912,-4.947570796347566,-2.950747062105851,-6.507265949464305
2024,2,31.178737752333657,27.25033243138574,34.48365027968047,35.778345900404766,29.870258156972394,40.73899354408831,-4.599608148071109,-2.619925725586654,-6.255343264407841
2024,3,31.869111120752624,27.21023721711598,35.81354884564245,35.37521718024569,29.558038771215067,40.26337030713005,-3.5061060594930673,-2.3478015540990853,-4.449821461487602
2024,4,29.052623347601358,26.141389005343143,31.688822584746877,32.23458145812248,27.921889211529848,36.45168749216517,-3.181958110521119,-1.780500206186705,-4.762864907418294
2024,5,28.37935066065244,24.78865159110411,31.417673598133337,30.6357244743182,26.563389221605824,34.21571593235926,-2.256373813665757,-1.7747376305017148,-2.798042334225922
2024,6,27.77276143677301,23.817209728444965,30.87042240165169,29.93347811353123,25.838916270289094,33.560516590509984,-2.16071667675822,-2.0217065418441287,-2.6900941888582928
2024,7,27.778181091928015,24.227310652220538,30.689870412781463,30.421601281303698,26.04619404680367,34.34409202144258,-2.643420189375682,-1.818883394583132,-3.654221608661114
2024,8,28.965944234923075,24.734464168397,32.78134082621751,32.44296177756934,27.333354751903006,37.06680605155526,-3.477017542646262,-2.598890583506005,-4.285465225337752
2024,9,32.07122857757082,26.909214125538448,36.2611579932798,35.49226765574752,29.355292057916838,40.866605973645065,-3.4210390781766975,-2.4460779323783903,-4.605447980365263
2024,10,33.99899317026013,28.259922839919792,38.80091645954343,36.90216571221804,30.42065648680541,42.43166183696907,-2.9031725419579146,-2.1607336468856175,-3.63074537742564
2024,11,31.340828484845517,26.40530756820439,36.57507475089223,33.669954607851786,28.23094691097381,38.80066969192979,-2.3291261230062688,-1.8256393427694206,-2.2255949410375635
2024,12,28.351555701821724,24.645375310935105,31.27393042020064,32.606714366743155,27.289354281866213,37.26322245453709,-4.2551586649214315,-2.6439789709311086,-5.989292034336454
