date,mean_lst
2002-10-14,31.76575405792658
2002-10-15,39.2668548316478
2002-10-17,35.981026567680075
2002-10-18,38.16087846014949
2002-10-19,39.46656453524972
2002-10-20,39.515148460698356
2002-10-21,34.8360784215698
2002-10-22,37.2401444485465
2002-10-24,27.006241737488228
2002-10-25,29.542743726191553
2002-10-26,34.79331000139137
2002-10-27,29.902572814748947
2002-10-28,30.741828632878594
2002-10-29,29.684159441557153
2002-10-30,32.54566502463057
2002-10-31,29.995200575218398
2002-11-02,32.0202641769374
2002-11-03,29.654865700035433
2002-11-04,28.53756109521362
2002-11-05,29.526143897155425
2002-11-07,25.39424208772906
2002-11-09,31.58814153622528
2002-11-10,29.47199704555119
2002-11-11,30.466917833200696
2002-11-12,27.23049623848501
2002-11-13,30.696160769946864
2002-11-14,29.255728488594148
2002-11-16,23.639985026291082
2002-11-18,27.55377424412094
2002-11-19,25.72612741607782
2002-11-20,29.223931267263982
2002-11-21,27.367908273171174
2002-11-23,28.754636243758792
2002-11-25,32.30881714349797
2002-11-26,30.68066112540412
2002-11-27,33.67818224924455
2002-11-28,26.31472826679712
2002-11-29,27.014723464150357
2002-11-30,26.482281790201007
2002-12-01,28.49363636363638
2002-12-02,31.76992565642092
2002-12-06,20.257307692307712
2002-12-07,24.22031075153432
2002-12-08,24.803255514912458
2002-12-09,27.703086419753117
2002-12-11,27.64751834936318
2002-12-12,28.20417879442891
2002-12-13,28.534857686033806
2002-12-14,25.079445318553077
2002-12-15,23.716932683999694
2002-12-16,29.37138374504344
2002-12-17,27.065396376215904
2002-12-18,33.06404367998848
2002-12-20,28.7394075629967
2002-12-22,27.02125602100613
2002-12-23,23.378876205434327
2002-12-24,25.444000000000067
2002-12-25,22.965652173913067
2002-12-26,21.92807537466561
2002-12-27,22.59627032394192
2002-12-29,24.507997647033935
2002-12-30,20.9799689456303
