year,month,mean,min,max
2018,4,29.21766317313398,26.508931133838423,31.952072990311752
2018,5,28.113497843578305,24.433389508914647,31.468983340653754
2018,6,28.490860346673767,24.817112379157788,31.63559489370735
2018,7,29.10339370844065,25.038888510561307,32.733548903222335
2018,8,31.065895242796927,26.430365106398202,35.406504230028276
2018,9,34.99645723448596,28.71400307962829,40.30941588892749
2018,10,36.454168887402304,30.362575068365636,42.04399480987772
2018,11,35.77202125889183,29.608046432558254,40.89809537299015
2018,12,32.84199428355164,27.71791519748748,38.186062969861425
2019,1,34.93136018871423,29.54773221889694,39.80466974398135
2019,2,36.81047307859199,31.178392815089513,41.75123799976821
2019,3,38.68629688707381,31.72937714105645,43.761277466330874
2019,4,37.15640358313032,30.534732682255125,42.71390668163715
2019,5,31.522648787533846,27.973267628085246,34.82628676251302
2019,6,30.6182248286084,26.947868406864814,33.89118076580018
2019,7,30.99869955793699,26.563348647363668,34.93096608273752
2019,8,33.340424844068515,28.156978440932054,37.97621379431994
2019,9,36.12038219080928,29.66643690023052,41.67904423975948
2019,10,32.97404749665849,28.06629465181699,37.69610124525892
2019,11,31.996283422185602,27.049130878782762,36.56223718368654
2019,12,28.337509533019528,24.474986579510585,31.845835022045662
2020,1,29.483354402955882,25.734344300939085,32.896526753668596
2020,2,31.166988152601068,26.681184814210635,34.875362805558254
2020,3,31.854194269984045,27.617365161216284,35.53961681048009
2020,4,30.107227183020544,27.051374667456656,33.030851059480305
2020,5,29.42570280908728,25.6962104769911,32.5200854959265
2020,6,29.240816363445127,25.433188004277635,32.45513922662591
2020,7,29.03085367756587,25.23767919714849,32.29844766782756
2020,8,31.69336508912781,26.707013322271234,37.02574174415651
2020,9,34.68673167476192,29.233043820068897,39.72176107470483
2020,10,37.56050833375632,31.190377080427275,42.638264048248054
2020,11,32.44489149680926,27.57214799390121,37.24568512061869
2020,12,32.45809100078807,27.358270177460994,36.755442558787976
